order_id,customer_id,order_date,category,product,quantity,price,payment_method
O0375,C484,2024-08-24,Electronics,Headphones,2,219.27,PayPal
O0376,C056,2023-11-01,Home,Chair,1,168.98,Credit Card
O0377,C118,2024-06-15,Fashion,Sneakers,3,134.62,Gift Card
O0378,C163,2024-03-30,Beauty,Perfume,2,209.75,Credit Card
O0379,C056,2023-01-23,Fashion,Dress,1,24.61,Credit Card
O0380,C258,2024-03-17,Sports,Running Shoes,3,285.51,PayPal
O0381,C193,2024-07-30,Electronics,Laptop,3,138.86,Gift Card
O0382,C040,2024-02-23,Fashion,Dress,3,23.05,PayPal
O0383,C309,2024-12-01,Electronics,Laptop,2,202.33,PayPal
O0384,C495,2023-06-26,Home,Lamp,1,187.88,PayPal
O0385,C343,2023-02-11,Electronics,Headphones,3,218.22,PayPal
O0386,C010,2023-07-21,Sports,Tennis Racket,3,32.66,Bank Transfer
O0387,C052,2023-10-14,Fashion,Jacket,3,282.28,PayPal
O0388,C356,2023-11-20,Electronics,Keyboard,1,269.78,Gift Card
O0389,C003,2023-08-06,Electronics,Keyboard,2,204.05,Gift Card
O0390,C278,2023-07-24,Sports,Bicycle Helmet,2,128.19,Gift Card
O0391,C448,2023-11-18,Home,Vacuum Cleaner,3,78.11,Credit Card
O0392,C214,2023-06-12,Beauty,Shampoo,3,16.06,Gift Card
O0393,C295,2023-12-14,Fashion,T-Shirt,1,208.0,Credit Card
O0394,C180,2023-10-22,Electronics,Headphones,2,223.53,Gift Card
O0395,C377,2023-08-10,Sports,Tennis Racket,3,147.47,PayPal
O0396,C135,2024-09-07,Fashion,Jacket,3,119.79,Gift Card
O0397,C479,2024-08-04,Electronics,Headphones,1,234.54,Bank Transfer
O0398,C390,2023-08-26,Beauty,Makeup Kit,2,169.42,PayPal
O0399,C497,2024-09-08,Sports,Bicycle Helmet,3,91.07,Bank Transfer
O0400,C445,2024-09-27,Home,Coffee Maker,3,65.69,Bank Transfer
O0401,C213,2023-06-30,Electronics,Monitor,3,262.02,Bank Transfer
O0402,C295,2024-09-24,Beauty,Perfume,1,162.1,Gift Card
O0403,C177,2023-11-03,Fashion,Jacket,1,228.96,Gift Card
O0404,C205,2023-02-18,Beauty,Skincare Set,2,138.11,Gift Card
O0405,C226,2023-06-28,Sports,Tennis Racket,3,143.69,PayPal
O0406,C119,2023-08-11,Fashion,Jacket,3,269.03,PayPal
O0407,C132,2023-02-27,Fashion,Dress,3,130.99,PayPal
O0408,C260,2023-10-29,Electronics,Headphones,1,49.54,Bank Transfer
O0409,C443,2023-06-11,Home,Coffee Maker,1,26.21,PayPal
O0410,C449,2024-04-08,Home,Coffee Maker,1,208.69,Bank Transfer
O0411,C417,2023-05-09,Fashion,Dress,3,175.27,PayPal
O0412,C058,2024-02-10,Home,Coffee Maker,1,36.43,Bank Transfer
O0413,C393,2023-05-24,Beauty,Hair Dryer,1,214.73,Bank Transfer
O0414,C430,2024-10-04,Home,Vacuum Cleaner,3,112.4,PayPal
O0415,C076,2023-12-31,Sports,Dumbbells,2,248.13,Credit Card
O0416,C432,2023-12-02,Sports,Yoga Mat,2,219.6,Credit Card
O0417,C449,2024-04-19,Electronics,Smartphone,1,229.86,Gift Card
O0418,C318,2024-04-24,Electronics,Laptop,1,109.36,Credit Card
O0419,C274,2023-11-19,Electronics,Headphones,2,95.92,PayPal
O0420,C221,2024-04-23,Sports,Bicycle Helmet,3,160.29,Gift Card
O0421,C105,2023-10-22,Electronics,Keyboard,1,48.38,Gift Card
O0422,C131,2023-01-26,Fashion,Sneakers,1,113.57,Gift Card
O0423,C027,2023-05-25,Home,Lamp,2,246.03,PayPal
O0424,C466,2024-08-03,Electronics,Laptop,2,240.52,PayPal
O0425,C296,2024-02-11,Beauty,Hair Dryer,3,121.12,Credit Card
O0426,C164,2023-10-31,Fashion,Sneakers,1,248.71,Credit Card
O0427,C012,2023-12-08,Fashion,Jeans,1,21.74,Gift Card
O0428,C222,2023-04-19,Beauty,Hair Dryer,1,231.96,Gift Card
O0429,C056,2024-05-15,Sports,Bicycle Helmet,2,128.77,Gift Card
O0430,C312,2024-04-13,Beauty,Hair Dryer,2,51.59,Gift Card
O0431,C458,2023-12-22,Sports,Bicycle Helmet,2,45.97,Credit Card
O0432,C432,2023-12-08,Electronics,Keyboard,2,101.03,PayPal
O0433,C463,2023-10-08,Home,Chair,3,189.99,Gift Card
O0434,C006,2024-09-15,Fashion,Jacket,3,290.69,Gift Card
O0435,C262,2023-03-16,Fashion,T-Shirt,2,186.3,Credit Card
O0436,C061,2023-02-16,Beauty,Perfume,2,211.41,PayPal
O0437,C081,2024-09-02,Electronics,Laptop,3,169.57,Gift Card
O0438,C485,2023-04-28,Home,Chair,1,215.96,Gift Card
O0439,C239,2024-09-15,Home,Cookware,1,187.63,Gift Card
O0440,C157,2023-11-20,Home,Chair,1,106.32,Bank Transfer
O0441,C353,2024-12-03,Fashion,Dress,1,105.31,Bank Transfer
O0442,C162,2024-05-03,Sports,Bicycle Helmet,3,91.4,Gift Card
O0443,C381,2023-06-23,Electronics,Monitor,2,121.24,Bank Transfer
O0444,C189,2023-12-24,Fashion,Jeans,1,147.64,PayPal
O0445,C288,2024-08-20,Electronics,Smartphone,3,291.03,Gift Card
O0446,C225,2023-04-25,Sports,Dumbbells,1,19.6,Bank Transfer
O0447,C026,2023-08-23,Home,Coffee Maker,1,217.49,PayPal
O0448,C102,2023-11-15,Fashion,T-Shirt,2,182.47,PayPal
O0449,C437,2024-11-25,Electronics,Keyboard,1,206.82,PayPal
O0450,C363,2024-11-22,Fashion,Jacket,3,161.46,PayPal
O0451,C076,2024-03-29,Electronics,Smartphone,1,55.96,PayPal
O0452,C021,2023-07-30,Beauty,Skincare Set,2,212.76,Bank Transfer
O0453,C257,2023-01-27,Electronics,Keyboard,3,153.73,Credit Card
O0454,C443,2024-11-20,Electronics,Smartphone,2,65.47,PayPal
O0455,C143,2023-01-30,Sports,Running Shoes,2,134.64,PayPal
O0456,C107,2023-06-01,Fashion,T-Shirt,3,104.32,Credit Card
O0457,C421,2023-11-29,Sports,Dumbbells,1,103.21,Gift Card
O0458,C081,2024-06-02,Electronics,Monitor,1,28.56,Credit Card
O0459,C036,2023-05-23,Home,Cookware,1,295.08,Credit Card
O0460,C445,2024-11-23,Beauty,Perfume,3,148.75,Credit Card
O0461,C349,2024-08-03,Beauty,Makeup Kit,2,102.9,Gift Card
O0462,C092,2023-06-10,Beauty,Makeup Kit,3,163.4,Gift Card
O0463,C459,2024-11-27,Fashion,Dress,3,101.91,Bank Transfer
O0464,C216,2024-05-30,Sports,Running Shoes,1,33.71,Credit Card
O0465,C341,2023-01-16,Fashion,Dress,1,96.15,Bank Transfer
O0466,C042,2023-01-13,Home,Chair,2,255.11,Credit Card
O0467,C392,2024-07-05,Home,Vacuum Cleaner,1,266.74,Gift Card
O0468,C203,2024-04-04,Electronics,Smartphone,2,199.75,PayPal
O0469,C113,2024-05-31,Beauty,Perfume,3,17.19,Bank Transfer
O0470,C076,2023-12-05,Beauty,Shampoo,2,270.39,Credit Card
O0471,C113,2023-03-02,Sports,Yoga Mat,2,69.39,Credit Card
O0472,C224,2024-04-02,Electronics,Keyboard,1,31.98,Bank Transfer
O0473,C449,2023-11-15,Beauty,Skincare Set,2,170.82,Credit Card
O0474,C183,2024-03-30,Home,Vacuum Cleaner,3,37.46,Gift Card
O0475,C294,2024-08-09,Electronics,Laptop,3,143.24,Credit Card
O0476,C376,2023-08-15,Beauty,Makeup Kit,1,143.54,Credit Card
O0477,C291,2024-12-22,Electronics,Headphones,1,253.01,PayPal
O0478,C217,2023-08-24,Beauty,Skincare Set,1,252.46,Gift Card
O0479,C132,2024-10-19,Home,Coffee Maker,1,28.32,Gift Card
O0480,C329,2024-03-04,Electronics,Headphones,2,55.24,Credit Card
O0481,C033,2024-11-01,Beauty,Perfume,3,228.03,Credit Card
O0482,C159,2024-09-07,Sports,Dumbbells,3,22.52,Bank Transfer
O0483,C281,2023-06-16,Sports,Tennis Racket,1,82.14,PayPal
O0484,C288,2023-12-07,Home,Chair,1,210.93,Bank Transfer
O0485,C203,2024-11-30,Electronics,Headphones,1,173.52,Gift Card
O0486,C220,2023-11-08,Sports,Running Shoes,2,108.18,Gift Card
O0487,C023,2023-05-10,Fashion,Jeans,1,283.89,Gift Card
O0488,C290,2023-06-22,Beauty,Perfume,3,182.46,Gift Card
O0489,C448,2023-05-19,Beauty,Shampoo,1,117.75,Gift Card
O0490,C129,2024-04-28,Fashion,Dress,2,149.22,PayPal
O0491,C356,2023-04-17,Sports,Bicycle Helmet,3,250.04,Bank Transfer
O0492,C376,2023-09-02,Beauty,Makeup Kit,3,236.2,Bank Transfer
O0493,C363,2023-06-23,Electronics,Headphones,1,231.24,Bank Transfer
O0494,C073,2024-11-16,Beauty,Shampoo,1,96.87,PayPal
O0495,C380,2023-10-08,Sports,Running Shoes,3,88.75,PayPal
O0496,C001,2023-03-02,Fashion,Jeans,2,168.92,Bank Transfer
O0497,C330,2023-02-03,Sports,Tennis Racket,2,85.93,Gift Card
O0498,C448,2024-11-25,Electronics,Keyboard,2,191.19,Credit Card
O0499,C114,2024-07-01,Sports,Running Shoes,2,26.44,Credit Card
O0500,C421,2024-05-25,Fashion,Jacket,3,260.89,PayPal
O0501,C312,2023-11-12,Fashion,Sneakers,2,83.67,Bank Transfer
O0502,C087,2023-09-15,Home,Lamp,1,76.73,Gift Card
O0503,C097,2023-12-30,Sports,Bicycle Helmet,1,190.14,PayPal
O0504,C238,2023-07-07,Beauty,Hair Dryer,3,77.41,PayPal
O0505,C266,2024-03-19,Fashion,T-Shirt,1,49.49,Bank Transfer
O0506,C079,2024-01-09,Home,Lamp,2,89.73,PayPal
O0507,C022,2023-02-01,Home,Coffee Maker,3,118.95,Credit Card
O0508,C378,2023-04-09,Fashion,Sneakers,2,47.87,Bank Transfer
O0509,C050,2024-07-18,Electronics,Laptop,3,171.49,PayPal
O0510,C137,2024-02-23,Electronics,Monitor,1,101.42,PayPal
O0511,C055,2023-01-09,Electronics,Monitor,3,193.41,Bank Transfer
O0512,C095,2023-02-21,Fashion,Dress,3,165.79,Credit Card
O0513,C021,2024-01-13,Beauty,Perfume,2,119.37,Credit Card
O0514,C246,2023-05-24,Fashion,Jacket,3,291.34,Bank Transfer
O0515,C407,2024-07-10,Electronics,Laptop,3,222.62,Gift Card
O0516,C476,2024-09-02,Beauty,Hair Dryer,3,299.2,Gift Card
O0517,C337,2024-01-25,Fashion,Jacket,2,158.33,Bank Transfer
O0518,C063,2024-04-14,Fashion,Dress,3,35.15,Credit Card
O0519,C324,2024-08-12,Electronics,Monitor,1,289.28,Gift Card
O0520,C485,2024-01-13,Sports,Yoga Mat,2,29.26,Credit Card
O0521,C194,2023-05-17,Electronics,Headphones,3,163.04,Bank Transfer
O0522,C123,2023-07-14,Beauty,Hair Dryer,3,244.61,Gift Card
O0523,C458,2023-08-19,Electronics,Keyboard,1,157.06,PayPal
O0524,C426,2023-06-25,Electronics,Headphones,3,185.62,Gift Card
O0525,C498,2024-09-27,Beauty,Perfume,2,182.25,Gift Card
O0526,C128,2024-04-23,Electronics,Laptop,1,197.33,PayPal
O0527,C273,2023-01-18,Home,Cookware,2,201.72,Bank Transfer
O0528,C104,2023-11-22,Beauty,Skincare Set,1,147.31,Credit Card
O0529,C301,2024-02-14,Beauty,Skincare Set,3,55.33,Gift Card
O0530,C390,2023-10-29,Sports,Yoga Mat,3,132.4,Bank Transfer
O0531,C415,2024-11-01,Sports,Dumbbells,3,286.54,Bank Transfer
O0532,C255,2023-03-13,Electronics,Headphones,2,125.56,Gift Card
O0533,C271,2024-05-25,Home,Chair,3,216.74,PayPal
O0534,C297,2023-12-28,Fashion,T-Shirt,3,217.77,Gift Card
O0535,C058,2023-01-17,Electronics,Smartphone,3,272.11,Credit Card
O0536,C091,2023-08-05,Sports,Running Shoes,3,152.85,Credit Card
O0537,C427,2023-07-19,Home,Lamp,2,18.59,PayPal
O0538,C415,2024-08-01,Fashion,Jacket,3,154.46,Gift Card
O0539,C295,2023-05-21,Fashion,Sneakers,2,120.43,Credit Card
O0540,C043,2023-12-14,Beauty,Hair Dryer,1,274.08,PayPal
O0541,C255,2024-06-09,Electronics,Keyboard,3,235.05,Bank Transfer
O0542,C410,2023-10-27,Sports,Running Shoes,2,144.84,Credit Card
O0543,C477,2023-07-08,Electronics,Headphones,1,43.68,Bank Transfer
O0544,C152,2024-07-31,Beauty,Perfume,1,293.61,Gift Card
O0545,C113,2023-10-22,Home,Coffee Maker,3,58.65,Bank Transfer
O0546,C118,2024-08-30,Beauty,Makeup Kit,3,275.11,Bank Transfer
O0547,C153,2024-12-21,Sports,Running Shoes,1,196.28,Credit Card
O0548,C329,2024-07-12,Electronics,Headphones,3,173.27,Credit Card
O0549,C161,2024-11-05,Beauty,Perfume,3,62.49,Credit Card
O0550,C170,2024-09-15,Electronics,Laptop,2,250.91,Credit Card
O0551,C499,2023-10-23,Home,Vacuum Cleaner,2,54.15,Gift Card
O0552,C136,2024-03-26,Home,Lamp,1,34.12,Gift Card
O0553,C077,2024-04-03,Fashion,Sneakers,3,101.33,Credit Card
O0554,C038,2023-12-01,Electronics,Smartphone,3,197.01,Credit Card
O0555,C004,2024-05-28,Sports,Yoga Mat,3,275.28,Gift Card
O0556,C170,2023-08-24,Fashion,Jeans,2,23.01,Bank Transfer
O0557,C222,2024-07-10,Beauty,Hair Dryer,2,76.55,Credit Card
O0558,C112,2024-06-15,Fashion,Sneakers,1,262.97,PayPal
O0559,C251,2024-03-01,Home,Vacuum Cleaner,2,104.75,Credit Card
O0560,C114,2023-09-15,Electronics,Keyboard,2,184.67,Credit Card
O0561,C162,2024-04-13,Electronics,Headphones,2,44.45,Gift Card
O0562,C400,2024-10-29,Beauty,Skincare Set,2,201.64,PayPal
O0563,C405,2023-01-13,Fashion,Sneakers,1,24.11,Gift Card
O0564,C146,2023-01-26,Beauty,Skincare Set,3,27.34,PayPal
O0565,C172,2023-04-17,Sports,Dumbbells,2,157.19,Credit Card
O0566,C193,2023-10-12,Sports,Tennis Racket,2,133.88,Gift Card
O0567,C242,2024-04-12,Fashion,Sneakers,1,143.57,PayPal
O0568,C406,2024-01-09,Beauty,Perfume,3,296.12,Bank Transfer
O0569,C344,2023-07-16,Electronics,Laptop,1,44.26,PayPal
O0570,C018,2024-02-11,Home,Vacuum Cleaner,1,256.77,PayPal
O0571,C016,2023-08-19,Electronics,Keyboard,2,78.24,Credit Card
O0572,C473,2023-02-17,Sports,Tennis Racket,3,209.98,Gift Card
O0573,C002,2024-09-05,Electronics,Smartphone,1,24.0,PayPal
O0574,C395,2024-08-26,Sports,Dumbbells,2,168.36,Gift Card
O0575,C484,2024-06-02,Home,Cookware,3,18.43,Bank Transfer
O0576,C489,2023-11-13,Home,Vacuum Cleaner,1,66.5,PayPal
O0577,C099,2023-05-31,Sports,Bicycle Helmet,3,289.66,PayPal
O0578,C429,2024-09-05,Fashion,Sneakers,2,141.45,PayPal
O0579,C409,2024-02-08,Sports,Running Shoes,1,187.27,Gift Card
O0580,C090,2024-09-28,Electronics,Smartphone,3,185.96,Gift Card
O0581,C038,2024-11-29,Beauty,Skincare Set,2,176.33,Bank Transfer
O0582,C386,2023-03-28,Fashion,Jacket,2,25.79,Gift Card
O0583,C325,2023-10-06,Home,Vacuum Cleaner,3,77.12,Gift Card
O0584,C469,2023-07-29,Home,Cookware,2,204.4,PayPal
O0585,C430,2023-02-07,Beauty,Perfume,2,29.28,PayPal
O0586,C412,2024-12-25,Fashion,Jeans,2,52.16,Credit Card
O0587,C072,2023-04-23,Sports,Bicycle Helmet,3,76.99,Credit Card
O0588,C173,2024-04-13,Sports,Running Shoes,1,28.63,Gift Card
O0589,C065,2023-09-29,Electronics,Headphones,3,210.22,Bank Transfer
O0590,C291,2023-12-08,Electronics,Smartphone,1,158.81,Gift Card
O0591,C280,2024-04-28,Home,Vacuum Cleaner,2,150.02,Bank Transfer
O0592,C449,2024-05-06,Fashion,Dress,1,253.07,Bank Transfer
O0593,C426,2023-04-23,Sports,Bicycle Helmet,3,261.72,Credit Card
O0594,C447,2024-12-21,Sports,Tennis Racket,3,86.44,Credit Card
O0595,C279,2024-03-29,Fashion,Jacket,2,174.93,PayPal
O0596,C128,2023-05-22,Sports,Bicycle Helmet,3,77.32,Credit Card
O0597,C275,2024-05-21,Beauty,Shampoo,1,70.03,PayPal
O0598,C361,2024-10-08,Beauty,Makeup Kit,2,239.51,Gift Card
O0599,C113,2023-05-17,Electronics,Monitor,3,41.08,Credit Card
O0600,C264,2023-07-24,Home,Coffee Maker,2,13.1,Gift Card
O0601,C070,2024-09-17,Beauty,Hair Dryer,3,113.72,Gift Card
O0602,C150,2024-04-04,Home,Lamp,3,120.81,Bank Transfer
O0603,C446,2023-01-04,Fashion,Dress,1,118.34,PayPal
O0604,C231,2023-08-25,Home,Lamp,1,51.65,Credit Card
O0605,C243,2023-02-24,Sports,Running Shoes,2,185.05,Bank Transfer
O0606,C450,2024-05-06,Fashion,Sneakers,2,223.4,PayPal
O0607,C247,2023-07-11,Home,Chair,1,279.68,PayPal
O0608,C356,2024-07-08,Fashion,Dress,3,103.34,PayPal
O0609,C418,2023-11-12,Sports,Dumbbells,3,249.72,Gift Card
O0610,C219,2024-02-16,Sports,Tennis Racket,1,130.86,Bank Transfer
O0611,C159,2024-01-28,Home,Coffee Maker,3,288.33,Credit Card
O0612,C459,2023-03-09,Home,Cookware,1,123.26,Credit Card
O0613,C065,2023-02-19,Home,Coffee Maker,3,93.37,Credit Card
O0614,C097,2024-01-20,Sports,Bicycle Helmet,2,251.89,PayPal
O0615,C091,2024-08-11,Home,Lamp,1,238.97,PayPal
O0616,C189,2023-01-31,Electronics,Monitor,1,235.83,Bank Transfer
O0617,C102,2023-12-30,Beauty,Perfume,3,82.2,Credit Card
O0618,C173,2023-05-10,Home,Vacuum Cleaner,1,48.56,Bank Transfer
O0619,C377,2024-03-15,Fashion,Dress,1,219.8,Credit Card
O0620,C077,2024-12-05,Fashion,T-Shirt,1,105.57,Gift Card
O0621,C423,2023-04-20,Sports,Bicycle Helmet,1,299.23,Gift Card
O0622,C128,2024-05-15,Home,Lamp,3,128.69,PayPal
O0623,C041,2024-08-28,Sports,Running Shoes,3,271.09,PayPal
O0624,C135,2024-03-07,Sports,Bicycle Helmet,3,151.02,Credit Card
O0625,C339,2024-12-20,Home,Vacuum Cleaner,1,13.29,PayPal
O0626,C319,2023-06-05,Beauty,Shampoo,3,136.5,PayPal
O0627,C402,2023-01-16,Sports,Dumbbells,3,112.89,Credit Card
O0628,C241,2024-05-08,Beauty,Perfume,3,254.08,PayPal
O0629,C405,2024-05-18,Electronics,Laptop,3,49.1,Gift Card
O0630,C287,2023-02-22,Beauty,Skincare Set,2,290.62,Gift Card
O0631,C430,2023-04-29,Fashion,Jacket,2,61.35,Bank Transfer
O0632,C392,2024-08-04,Beauty,Hair Dryer,2,198.47,Credit Card
O0633,C330,2023-04-12,Electronics,Smartphone,1,175.31,Credit Card
O0634,C499,2024-07-12,Sports,Tennis Racket,2,228.64,Bank Transfer
O0635,C113,2024-01-18,Sports,Dumbbells,2,177.25,Bank Transfer
O0636,C005,2023-08-24,Home,Vacuum Cleaner,2,102.13,Gift Card
O0637,C188,2024-05-02,Electronics,Laptop,1,275.08,Bank Transfer
O0638,C499,2023-12-12,Beauty,Skincare Set,2,34.6,Credit Card
O0639,C051,2024-05-10,Beauty,Makeup Kit,1,203.27,Gift Card
O0640,C016,2024-08-08,Beauty,Skincare Set,3,31.52,PayPal
O0641,C383,2023-06-03,Beauty,Skincare Set,3,109.27,Bank Transfer
O0642,C238,2023-11-17,Sports,Bicycle Helmet,2,11.41,Gift Card
O0643,C254,2023-03-12,Beauty,Shampoo,1,148.8,PayPal
O0644,C065,2024-04-22,Sports,Dumbbells,3,79.71,Gift Card
O0645,C063,2023-12-10,Electronics,Keyboard,3,57.32,Credit Card
O0646,C435,2023-09-04,Home,Cookware,1,36.4,Bank Transfer
O0647,C484,2023-02-12,Home,Coffee Maker,3,34.33,Credit Card
O0648,C436,2023-05-13,Sports,Yoga Mat,3,106.31,Bank Transfer
O0649,C272,2024-09-28,Electronics,Keyboard,1,189.25,Gift Card
O0650,C047,2023-04-29,Sports,Yoga Mat,2,169.65,PayPal
O0651,C468,2024-10-26,Sports,Dumbbells,2,256.02,Gift Card
O0652,C100,2024-12-12,Fashion,Jacket,2,72.65,Credit Card
O0653,C481,2024-10-26,Home,Chair,3,46.71,PayPal
O0654,C230,2023-07-02,Fashion,Dress,1,181.32,Gift Card
O0655,C472,2023-04-29,Home,Lamp,1,109.94,Gift Card
O0656,C295,2024-03-26,Sports,Bicycle Helmet,2,286.79,PayPal
O0657,C288,2023-09-27,Electronics,Monitor,2,141.46,Credit Card
O0658,C197,2023-01-11,Sports,Bicycle Helmet,3,217.13,Gift Card
O0659,C348,2023-09-25,Fashion,Jeans,1,282.66,Bank Transfer
O0660,C427,2023-10-14,Fashion,Jeans,1,20.45,Bank Transfer
O0661,C138,2024-05-26,Electronics,Monitor,2,107.45,Bank Transfer
O0662,C207,2023-02-05,Home,Vacuum Cleaner,2,154.84,PayPal
O0663,C069,2024-05-10,Home,Vacuum Cleaner,1,204.35,PayPal
O0664,C153,2023-10-17,Fashion,T-Shirt,3,223.24,Bank Transfer
O0665,C032,2024-09-30,Home,Chair,3,222.92,Credit Card
O0666,C296,2024-05-31,Beauty,Skincare Set,1,80.4,Bank Transfer
O0667,C348,2023-09-03,Sports,Running Shoes,3,64.33,Gift Card
O0668,C407,2024-07-14,Sports,Bicycle Helmet,1,196.08,PayPal
O0669,C234,2024-08-12,Electronics,Laptop,2,41.5,Gift Card
O0670,C381,2024-07-13,Home,Cookware,2,120.36,Gift Card
O0671,C062,2023-04-17,Sports,Dumbbells,2,50.66,PayPal
O0672,C132,2023-11-11,Sports,Running Shoes,1,122.99,Gift Card
O0673,C389,2023-12-08,Beauty,Skincare Set,1,46.41,PayPal
O0674,C177,2024-11-30,Home,Vacuum Cleaner,1,251.57,Gift Card
O0675,C116,2023-11-27,Home,Coffee Maker,1,134.74,Credit Card
O0676,C252,2023-10-08,Sports,Yoga Mat,1,185.58,Credit Card
O0677,C464,2023-01-12,Home,Lamp,2,42.03,Bank Transfer
O0678,C298,2023-03-26,Home,Cookware,3,208.72,Credit Card
O0679,C209,2024-02-15,Home,Lamp,3,143.6,Credit Card
O0680,C058,2023-02-10,Electronics,Headphones,1,223.64,Bank Transfer
O0681,C294,2024-10-21,Electronics,Keyboard,2,44.81,Credit Card
O0682,C297,2024-10-28,Beauty,Shampoo,2,28.21,Credit Card
O0683,C229,2023-01-20,Electronics,Monitor,3,295.97,PayPal
O0684,C067,2023-05-31,Fashion,T-Shirt,1,243.85,Bank Transfer
O0685,C479,2024-03-29,Beauty,Hair Dryer,2,95.96,PayPal
O0686,C243,2023-03-29,Sports,Bicycle Helmet,2,279.22,Bank Transfer
O0687,C005,2024-12-12,Fashion,Jeans,1,41.01,PayPal
O0688,C002,2024-02-26,Beauty,Makeup Kit,2,283.35,Bank Transfer
O0689,C237,2023-08-20,Fashion,Dress,2,13.1,PayPal
O0690,C331,2024-07-25,Home,Coffee Maker,1,270.22,Credit Card
O0691,C433,2024-04-20,Sports,Yoga Mat,1,289.62,Bank Transfer
O0692,C452,2024-08-24,Electronics,Smartphone,2,78.79,PayPal
O0693,C031,2024-07-29,Sports,Tennis Racket,1,106.06,Bank Transfer
O0694,C142,2024-01-12,Sports,Dumbbells,2,212.88,PayPal
O0695,C463,2024-07-16,Beauty,Hair Dryer,3,24.18,Credit Card
O0696,C488,2024-01-15,Electronics,Keyboard,2,48.12,Bank Transfer
O0697,C418,2024-08-24,Sports,Tennis Racket,2,88.08,PayPal
O0698,C078,2023-03-19,Home,Coffee Maker,1,258.25,Bank Transfer
O0699,C089,2024-06-04,Electronics,Headphones,1,15.76,Bank Transfer
O0700,C105,2023-03-29,Sports,Yoga Mat,1,178.79,Bank Transfer
O0701,C110,2024-01-29,Fashion,Jeans,1,226.68,Gift Card
O0702,C123,2023-02-06,Home,Vacuum Cleaner,1,262.87,Bank Transfer
O0703,C298,2024-05-06,Fashion,T-Shirt,1,188.88,Credit Card
O0704,C197,2024-10-25,Electronics,Headphones,2,198.59,Bank Transfer
O0705,C406,2023-11-20,Home,Vacuum Cleaner,2,183.39,Credit Card
O0706,C287,2024-04-23,Electronics,Monitor,2,237.39,PayPal
O0707,C498,2023-07-04,Sports,Dumbbells,1,105.73,PayPal
O0708,C013,2023-01-09,Fashion,Sneakers,3,88.66,PayPal
O0709,C117,2023-07-15,Electronics,Laptop,2,37.48,PayPal
O0710,C296,2023-09-21,Sports,Bicycle Helmet,2,285.4,Gift Card
O0711,C294,2023-12-22,Sports,Running Shoes,2,233.03,PayPal
O0712,C280,2023-05-04,Home,Vacuum Cleaner,3,90.98,Gift Card
O0713,C030,2024-12-01,Home,Cookware,1,115.76,Bank Transfer
O0714,C397,2024-11-29,Electronics,Keyboard,2,257.47,Gift Card
O0715,C053,2023-12-27,Home,Chair,2,103.99,PayPal
O0716,C487,2024-10-26,Beauty,Shampoo,2,110.7,Gift Card
O0717,C328,2023-03-05,Sports,Dumbbells,2,209.4,PayPal
O0718,C371,2023-03-29,Home,Coffee Maker,1,201.1,Bank Transfer
O0719,C238,2023-09-10,Fashion,Sneakers,1,100.08,Bank Transfer
O0720,C370,2023-01-28,Electronics,Monitor,1,256.88,Bank Transfer
O0721,C335,2024-08-09,Electronics,Headphones,1,135.28,Gift Card
O0722,C398,2023-09-15,Beauty,Shampoo,2,115.31,Gift Card
O0723,C363,2024-06-08,Home,Lamp,2,28.82,Gift Card
O0724,C436,2024-02-01,Home,Lamp,2,274.25,Credit Card
O0725,C392,2024-01-09,Sports,Tennis Racket,3,76.06,Credit Card
O0726,C217,2024-06-12,Beauty,Shampoo,1,259.59,Bank Transfer
O0727,C116,2024-12-23,Home,Chair,2,252.03,PayPal
O0728,C454,2024-07-13,Home,Lamp,2,204.28,PayPal
O0729,C488,2023-07-12,Beauty,Perfume,3,124.18,PayPal
O0730,C068,2024-05-13,Home,Cookware,2,77.33,Gift Card
O0731,C221,2024-08-29,Sports,Running Shoes,1,19.47,PayPal
O0732,C432,2024-03-14,Fashion,Jeans,2,29.56,PayPal
O0733,C095,2023-09-21,Beauty,Hair Dryer,3,288.01,Credit Card
O0734,C066,2024-07-06,Home,Chair,1,239.84,Bank Transfer
O0735,C475,2024-12-29,Home,Chair,3,29.2,Credit Card
O0736,C388,2023-04-08,Beauty,Perfume,2,84.76,Credit Card
O0737,C383,2024-06-05,Beauty,Hair Dryer,3,169.48,PayPal
O0738,C390,2023-06-05,Beauty,Makeup Kit,2,27.41,Gift Card
O0739,C109,2024-01-16,Sports,Dumbbells,1,116.71,Bank Transfer
O0740,C395,2024-02-19,Fashion,Jeans,1,57.83,PayPal
O0741,C439,2024-10-29,Electronics,Keyboard,1,253.09,Credit Card
O0742,C160,2024-07-18,Fashion,Jacket,1,192.89,PayPal
O0743,C302,2024-02-09,Home,Lamp,3,136.83,Credit Card
O0744,C326,2023-01-22,Beauty,Hair Dryer,2,78.01,Bank Transfer
O0745,C049,2024-01-01,Sports,Yoga Mat,3,244.94,Credit Card
O0746,C132,2024-01-10,Beauty,Makeup Kit,3,260.19,Gift Card
O0747,C338,2023-09-07,Sports,Running Shoes,3,186.98,Bank Transfer
O0748,C273,2024-06-28,Sports,Yoga Mat,2,230.82,Bank Transfer
O0749,C170,2024-10-11,Fashion,T-Shirt,3,23.58,Gift Card
O0750,C060,2024-09-13,Home,Lamp,3,251.01,PayPal
