OrderDate,Region,Platform,Genre,GameTitle,UnitsSold,Price,Revenue,Cost,Profit
06/02/2024,Asia,Switch,RPG,City Architect,389,66,25674,24.08,16306.88
06/02/2024,North America,PS5,Simulation,Fishing Frenzy,600,64.85,38910,24.13,24432
06/02/2024,Europe,Xbox,Sports,Galaxy Wars,376,54.61,20533.36,39.31,5752.8
06/02/2024,Europe,PC,Simulation,Brain Blox,266,34.33,9131.78,22.6,3120.18
06/02/2024,Asia,PC,Sports,Turbo Racer,204,43.33,8839.32,23.94,3955.56
06/02/2024,North America,Xbox,RPG,GoalMaster 24,775,56.77,43996.75,34.86,16980.25
06/02/2024,North America,PC,Action,Lost Odyssey,253,68.1,17229.3,20.65,12004.85
07/02/2024,North America,PC,RPG,Football Hero,935,70.79,66188.65,41.63,27264.6
07/02/2024,North America,Switch,Sports,City Architect,162,32.6,5281.2,21.28,1833.84
07/02/2024,South America,PC,Sports,Brain Blox,934,59.28,55367.52,36.42,21351.24
07/02/2024,Europe,PC,Simulation,Football Hero,167,78.17,13054.39,34.18,7346.33
07/02/2024,North America,Switch,Adventure,StarBattle V,191,67.07,12810.37,29.53,7170.14
07/02/2024,Europe,PS5,Adventure,FarmLife Sim,118,61.95,7310.1,40.21,2565.32
07/02/2024,South America,PS5,Sports,Turbo Racer,617,78.11,48193.87,43.39,21422.24
07/02/2024,Europe,PS5,Simulation,Football Hero,340,59.16,20114.4,25.12,11573.6
07/02/2024,Asia,PS5,Puzzle,Turbo Racer,336,44.6,14985.6,43.42,396.48
07/02/2024,North America,PS5,Puzzle,GoalMaster 24,108,59.3,6404.4,15.74,4704.48
07/02/2024,South America,Xbox,RPG,Lost Odyssey,753,54.94,41369.82,32.08,17213.58
08/02/2024,Europe,Switch,Action,Turbo Racer,830,58.78,48787.4,28.4,25215.4
08/02/2024,South America,PC,RPG,Lost Odyssey,970,67.81,65775.7,24.62,41894.3
08/02/2024,North America,Xbox,Simulation,Football Hero,784,49.79,39035.36,16.48,26115.04
08/02/2024,South America,PC,Adventure,Brain Blox,647,79.18,51229.46,43.16,23304.94
08/02/2024,North America,PS5,Simulation,Mech Arena,690,58.98,40696.2,44.75,9818.7
08/02/2024,Asia,Switch,Adventure,Galaxy Wars,764,50.67,38711.88,30.11,15707.84
08/02/2024,South America,Switch,RPG,StarBattle V,876,61.47,53847.72,38.68,19964.04
08/02/2024,Europe,Xbox,RPG,Galaxy Wars,853,50.31,42914.43,42.41,6738.7
08/02/2024,North America,PC,Action,StarBattle V,730,66.22,48340.6,22.01,32273.3
08/02/2024,North America,Xbox,Adventure,Lost Odyssey,359,42.99,15433.41,41.35,588.76
08/02/2024,South America,Xbox,Puzzle,StarBattle V,764,54.59,41706.76,38,12674.76
08/02/2024,North America,PC,Action,GoalMaster 24,312,73.24,22850.88,37.92,11019.84
08/02/2024,South America,PS5,RPG,StarBattle V,445,73.16,32556.2,30.3,19072.7
08/02/2024,South America,Xbox,Action,Galaxy Wars,966,57.28,55332.48,27.36,28902.72
09/02/2024,Europe,PS5,Racing,StarBattle V,334,30.42,10160.28,43.37,-4325.3
09/02/2024,Europe,Xbox,Shooter,Football Hero,320,50.01,16003.2,29.38,6601.6
09/02/2024,Europe,Xbox,Shooter,Dragon Realms,483,74.69,36075.27,17.36,27690.39
09/02/2024,Asia,Switch,Puzzle,City Architect,567,43.87,24874.29,21.9,12456.99
09/02/2024,North America,Switch,Action,Brain Blox,773,46.99,36323.27,15.3,24496.37
09/02/2024,South America,PC,Shooter,Mystic Legends,376,54.59,20525.84,18.4,13607.44
09/02/2024,Asia,Switch,Racing,Mech Arena,462,73.39,33906.18,36.81,16899.96
09/02/2024,North America,PS5,Racing,Turbo Racer,736,66.62,49032.32,41.9,18193.92
10/02/2024,Europe,Switch,Simulation,Lost Odyssey,345,42.22,14565.9,20.74,7410.6
10/02/2024,Europe,Switch,Sports,Mystic Legends,944,58.63,55346.72,36.62,20777.44
10/02/2024,Asia,PS5,Sports,Lost Odyssey,78,45.13,3520.14,31.64,1052.22
10/02/2024,South America,Xbox,Simulation,City Architect,963,60.97,58714.11,22.86,36699.93
10/02/2024,Europe,PC,Shooter,Mech Arena,393,38.26,15036.18,16.57,8524.17
11/02/2024,Europe,Switch,Sports,StarBattle V,358,55.2,19761.6,31.01,8660.02
11/02/2024,North America,PS5,Adventure,Galaxy Wars,128,48.43,6199.04,27.14,2725.12
11/02/2024,South America,PC,Action,City Architect,247,50.01,12352.47,22.42,6814.73
11/02/2024,Europe,Switch,Racing,Galaxy Wars,135,51.88,7003.8,25.99,3495.15
11/02/2024,South America,Switch,Action,Shadow Strike,596,79.22,47215.12,37.7,24745.92
11/02/2024,South America,PS5,Shooter,Mystic Legends,383,30.69,11754.27,35.36,-1788.61
11/02/2024,Europe,PS5,Action,Football Hero,719,60.9,43787.1,25.63,25359.13
11/02/2024,North America,PC,Shooter,Brain Blox,516,79.8,41176.8,21.46,30103.44
12/02/2024,Asia,PC,RPG,Brain Blox,761,53.01,40340.61,36.88,12274.93
12/02/2024,Europe,Switch,Action,StarBattle V,540,64.05,34587,35.94,15179.4
12/02/2024,South America,Xbox,Simulation,GoalMaster 24,646,36.44,23540.24,31.43,3236.46
12/02/2024,North America,PS5,Racing,Dragon Realms,837,34.87,29186.19,18.3,13869.09
13/02/2024,Asia,PS5,Racing,StarBattle V,113,71.08,8032.04,33.7,4223.94
13/02/2024,South America,PS5,Shooter,GoalMaster 24,996,73.34,73046.64,30.82,42349.92
13/02/2024,South America,PC,Simulation,Fishing Frenzy,367,71.03,26068.01,24.1,17223.31
13/02/2024,Europe,PS5,Adventure,Lost Odyssey,257,65.79,16908.03,34.14,8134.05
13/02/2024,North America,Xbox,RPG,FarmLife Sim,829,71.86,59571.94,37.19,28741.43
13/02/2024,Asia,Xbox,Action,City Architect,557,46.38,25833.66,15.78,17044.2
13/02/2024,North America,Switch,RPG,Fishing Frenzy,769,55.43,42625.67,41.3,10865.97
14/02/2024,North America,PC,Racing,Fishing Frenzy,86,56.4,4850.4,31.13,2173.22
14/02/2024,South America,PC,Adventure,Final Combat,69,60.7,4188.3,42.6,1248.9
14/02/2024,Europe,Xbox,Racing,City Architect,179,66.86,11967.94,17.38,8856.92
14/02/2024,North America,PS5,Simulation,Dragon Realms,386,52.97,20446.42,18.14,13444.38
14/02/2024,Asia,Xbox,Racing,GoalMaster 24,779,61.76,48111.04,38.97,17753.41
15/02/2024,Asia,Switch,Racing,Fishing Frenzy,658,58.12,38242.96,15.92,27767.6
15/02/2024,Europe,PC,Simulation,Brain Blox,993,54.02,53641.86,28.49,25351.29
15/02/2024,Europe,PS5,Simulation,StarBattle V,709,39.61,28083.49,32.16,5282.05
15/02/2024,North America,Xbox,Shooter,Mystic Legends,557,76.8,42777.6,20.71,31242.13
15/02/2024,North America,PS5,Adventure,Football Hero,163,62.13,10127.19,41.43,3374.1
15/02/2024,Europe,Xbox,Simulation,FarmLife Sim,181,39.95,7230.95,15.07,4503.28
15/02/2024,Europe,Switch,Sports,Shadow Strike,666,73.32,48831.12,26.81,30975.66
15/02/2024,Asia,Switch,Adventure,Fishing Frenzy,236,73.21,17277.56,17.22,13213.64
15/02/2024,Asia,Switch,Puzzle,Football Hero,181,46.69,8450.89,16.65,5437.24
15/02/2024,Asia,Xbox,Racing,Galaxy Wars,61,59.8,3647.8,43.43,998.57
16/02/2024,North America,Switch,Shooter,Football Hero,771,46.73,36028.83,26,15982.83
16/02/2024,Asia,PS5,Action,Brain Blox,114,47.53,5418.42,28.42,2178.54
16/02/2024,North America,PC,Action,Turbo Racer,966,32.75,31636.5,15.55,16615.2
16/02/2024,Europe,Xbox,Adventure,Mystic Legends,401,79.11,31723.11,34.12,18040.99
16/02/2024,Asia,Switch,Adventure,Final Combat,840,75.6,63504,25.65,41958
16/02/2024,Europe,Xbox,Sports,Mystic Legends,827,62.4,51604.8,43.3,15795.7
16/02/2024,North America,PS5,Action,City Architect,333,44.3,14751.9,41.07,1075.59
16/02/2024,South America,Switch,Puzzle,StarBattle V,450,32.43,14593.5,27.3,2308.5
16/02/2024,Europe,PS5,Action,City Architect,797,75.47,60149.59,30.12,36143.95
16/02/2024,South America,PS5,Sports,Dragon Realms,839,57.02,47839.78,27.32,24918.3
16/02/2024,Europe,Xbox,RPG,Mech Arena,355,36.61,12996.55,23.56,4632.75
16/02/2024,Asia,Xbox,Action,Football Hero,228,58.28,13287.84,17.84,9220.32
16/02/2024,North America,Xbox,RPG,Fishing Frenzy,389,61.33,23857.37,33.2,10942.57
16/02/2024,Europe,PS5,RPG,GoalMaster 24,577,73.67,42507.59,25.53,27776.78
16/02/2024,Europe,PC,Simulation,Turbo Racer,695,41.63,28932.85,31.8,6831.85
17/02/2024,Europe,Switch,Sports,Turbo Racer,758,78.48,59487.84,41.65,27917.14
17/02/2024,North America,PC,Simulation,Dragon Realms,128,70.82,9064.96,40.76,3847.68
17/02/2024,North America,Xbox,Racing,Turbo Racer,707,48.4,34218.8,43.15,3711.75
17/02/2024,South America,Switch,Action,Final Combat,565,67.8,38307,39.71,15870.85
17/02/2024,South America,PC,Racing,Dragon Realms,200,48.76,9752,41.25,1502
17/02/2024,Europe,PS5,Simulation,StarBattle V,246,38.51,9473.46,43.74,-1286.58
17/02/2024,South America,PC,Action,GoalMaster 24,296,53.66,15883.36,17.4,10732.96
17/02/2024,Asia,Switch,Simulation,Brain Blox,608,36.67,22295.36,40.93,-2590.08
18/02/2024,Europe,Xbox,Simulation,FarmLife Sim,602,42.15,25374.3,19.75,13484.8
18/02/2024,Europe,PS5,Adventure,Final Combat,745,70.08,52209.6,15.72,40498.2
18/02/2024,North America,PC,Puzzle,Turbo Racer,362,51.33,18581.46,34.62,6049.02
18/02/2024,North America,Xbox,Action,City Architect,846,44.22,37410.12,37.52,5668.2
18/02/2024,North America,PC,Shooter,Brain Blox,450,52.51,23629.5,42.2,4639.5
18/02/2024,South America,Switch,Action,Galaxy Wars,999,58.98,58921.02,36.29,22667.31
18/02/2024,Europe,Xbox,Shooter,GoalMaster 24,631,63.59,40125.29,28.14,22368.95
18/02/2024,South America,Switch,RPG,Final Combat,533,62.39,33253.87,27.47,18612.36
18/02/2024,North America,Switch,Sports,Turbo Racer,577,75.49,43557.73,40.86,19981.51
19/02/2024,South America,PC,Adventure,City Architect,656,44.08,28916.48,39.78,2820.8
19/02/2024,North America,PC,Simulation,Final Combat,694,60,41640,26.51,23242.06
19/02/2024,South America,PS5,Sports,Fishing Frenzy,59,44.73,2639.07,26.07,1100.94
19/02/2024,Asia,Xbox,Adventure,Galaxy Wars,921,40.58,37374.18,38.14,2247.24
20/02/2024,South America,PS5,Shooter,Turbo Racer,270,71.71,19361.7,28.75,11599.2
20/02/2024,Europe,PS5,Puzzle,Dragon Realms,814,37.58,30590.12,43.85,-5103.78
20/02/2024,South America,Switch,Adventure,StarBattle V,658,50.17,33011.86,37.07,8619.8
20/02/2024,North America,Xbox,Action,GoalMaster 24,418,31.99,13371.82,32.45,-192.28
20/02/2024,North America,Switch,Simulation,Galaxy Wars,256,59.66,15272.96,43.13,4231.68
20/02/2024,Europe,Xbox,RPG,Turbo Racer,769,73.38,56429.22,25.26,37004.28
20/02/2024,Asia,PC,Racing,Shadow Strike,659,67.46,44456.14,25.42,27704.36
20/02/2024,Europe,PS5,Shooter,FarmLife Sim,751,60.74,45615.74,16.56,33179.18
20/02/2024,Asia,PC,Racing,Mech Arena,904,54.12,48924.48,39.34,13361.12
20/02/2024,Europe,Xbox,Sports,Lost Odyssey,570,78.99,45024.3,40.88,21722.7
20/02/2024,South America,Switch,Sports,GoalMaster 24,217,52.63,11420.71,23.02,6425.37
21/02/2024,South America,PS5,Adventure,Mystic Legends,926,76.12,70487.12,24.71,47605.66
21/02/2024,North America,PS5,Adventure,Mech Arena,796,68.01,54135.96,20.35,37937.36
21/02/2024,South America,PS5,Simulation,City Architect,167,60.47,10098.49,19.72,6805.25
21/02/2024,South America,Xbox,RPG,Shadow Strike,654,70.52,46120.08,42.44,18364.32
21/02/2024,North America,PC,RPG,Galaxy Wars,992,78.3,77673.6,24.25,53617.6
21/02/2024,South America,Xbox,Adventure,City Architect,378,35.16,13290.48,27.2,3008.88
22/02/2024,Asia,Switch,Action,City Architect,234,62.63,14655.42,15.77,10965.24
22/02/2024,Europe,PS5,RPG,StarBattle V,657,68.83,45221.31,38.14,20163.33
22/02/2024,Europe,PC,RPG,StarBattle V,163,61.58,10037.54,33.65,4552.59
22/02/2024,North America,Xbox,Racing,Lost Odyssey,870,42.48,36957.6,35.79,5820.3
22/02/2024,Europe,Xbox,RPG,Fishing Frenzy,470,37.72,17728.4,21.41,7665.7
22/02/2024,Asia,PS5,Puzzle,Mech Arena,742,35.28,26177.76,42.09,-5053.02
22/02/2024,Asia,PS5,Puzzle,Brain Blox,994,61.41,61041.54,32.43,28806.12
22/02/2024,Asia,PS5,Action,Fishing Frenzy,445,48.15,21426.75,15.97,14320.1
22/02/2024,Asia,PS5,Sports,Football Hero,305,77.6,23668,29.92,14542.4
22/02/2024,Asia,PS5,Simulation,Mystic Legends,513,42.16,21628.08,31.04,5704.56
22/02/2024,Asia,PC,Action,Brain Blox,296,62.16,18399.36,44.16,5328
22/02/2024,Asia,Switch,Racing,City Architect,525,36.16,18984,30.51,2966.25
23/02/2024,Europe,Xbox,Puzzle,Mech Arena,990,74.86,74111.4,18.92,55380.6
23/02/2024,North America,Switch,Adventure,Turbo Racer,515,33.29,17144.35,35.68,-1230.85
23/02/2024,Asia,Switch,Racing,GoalMaster 24,271,44.53,12067.63,44.25,75.88
23/02/2024,Asia,PS5,Action,Mech Arena,855,40.37,34516.35,43.34,-2539.35
23/02/2024,Europe,PC,RPG,City Architect,458,47.07,21558.06,27.32,9045.5
23/02/2024,Europe,Switch,Adventure,StarBattle V,712,45.57,32445.84,22.9,16141.04
23/02/2024,Asia,Xbox,Action,Fishing Frenzy,791,48.85,38640.35,39.54,7364.21
23/02/2024,Europe,PS5,RPG,Fishing Frenzy,771,32.74,25242.54,21.46,8696.88
23/02/2024,South America,PC,Shooter,Mystic Legends,293,63.82,18699.26,26.18,11028.52
23/02/2024,Asia,Xbox,Action,Mystic Legends,451,67.94,30640.94,42.67,11396.77
23/02/2024,Asia,Switch,Puzzle,Mech Arena,701,76.22,53430.22,27.19,34370.03
23/02/2024,North America,Xbox,Racing,Football Hero,447,39.87,17821.89,17.21,10129.02
24/02/2024,South America,PC,Sports,Brain Blox,526,42.16,22176.16,27.43,7747.98
24/02/2024,North America,Xbox,Shooter,FarmLife Sim,942,63.75,60052.5,18.12,42983.46
24/02/2024,North America,Xbox,Simulation,Football Hero,716,53.03,37969.48,26.49,19002.64
24/02/2024,North America,Switch,Adventure,Galaxy Wars,564,52.12,29395.68,18.69,18854.52
24/02/2024,Asia,PC,RPG,City Architect,158,40.19,6350.02,35.58,728.38
24/02/2024,South America,Xbox,Puzzle,Shadow Strike,969,73.18,70911.42,31.33,40552.65
24/02/2024,South America,PS5,Sports,Dragon Realms,545,73.66,40144.7,39.09,18840.65
24/02/2024,Europe,Switch,Shooter,Lost Odyssey,930,75.47,70187.1,19.78,51791.7
24/02/2024,Europe,PS5,Simulation,StarBattle V,623,71.79,44725.17,34.27,23374.96
24/02/2024,Europe,PC,Puzzle,Shadow Strike,603,32.79,19772.37,41.13,-5029.02
24/02/2024,North America,PS5,Shooter,Turbo Racer,154,57.58,8867.32,42.5,2322.32
25/02/2024,Europe,PC,Puzzle,FarmLife Sim,258,70.97,18310.26,23.51,12244.68
25/02/2024,South America,Xbox,Adventure,StarBattle V,970,64.82,62875.4,16.03,47326.3
25/02/2024,Europe,PS5,Action,Football Hero,155,69.75,10811.25,44.35,3937
25/02/2024,North America,PS5,Action,Dragon Realms,586,47.11,27606.46,23.34,13929.22
25/02/2024,North America,PC,RPG,City Architect,92,48.8,4489.6,36.58,1124.24
25/02/2024,North America,PC,Racing,Mech Arena,857,66.04,56596.28,43.92,18956.84
26/02/2024,Asia,Xbox,Racing,GoalMaster 24,146,61.9,9037.4,36.57,3698.18
26/02/2024,Europe,PC,Shooter,Mystic Legends,623,39.49,24602.27,35.76,2323.79
26/02/2024,North America,Xbox,Puzzle,Turbo Racer,394,75.58,29778.52,26.4,19376.92
26/02/2024,North America,Switch,Adventure,Fishing Frenzy,931,40.29,37509.99,36.92,3137.47
26/02/2024,South America,PC,Simulation,Football Hero,488,41.63,20315.44,39.94,824.72
26/02/2024,South America,Switch,RPG,Mystic Legends,593,45.34,26886.62,15.25,17843.37
26/02/2024,North America,Switch,Simulation,Dragon Realms,82,53.38,4377.16,43.85,781.46
26/02/2024,South America,PS5,Shooter,Fishing Frenzy,171,56.34,9634.14,32.34,4104
27/02/2024,North America,PC,Racing,FarmLife Sim,493,65.51,32296.43,18.59,23131.56
27/02/2024,South America,PC,Adventure,Turbo Racer,536,43.92,23541.12,22.07,11711.6
27/02/2024,South America,Xbox,Simulation,Turbo Racer,934,77.93,72786.62,42.98,32643.3
27/02/2024,North America,PS5,Racing,Mech Arena,183,61,11163,21.86,7162.62
27/02/2024,Asia,PC,Sports,Mech Arena,676,33.25,22477,27.97,3569.28
27/02/2024,Europe,Switch,Adventure,Brain Blox,193,56.9,10981.7,38.44,3562.78
27/02/2024,Asia,PC,Sports,Galaxy Wars,849,32.55,27634.95,44.91,-10493.64
27/02/2024,South America,Switch,Simulation,GoalMaster 24,853,53.46,45601.38,21.97,26860.97
27/02/2024,South America,PC,Sports,Fishing Frenzy,482,57.18,27560.76,43.73,6482.9
28/02/2024,North America,PC,RPG,FarmLife Sim,658,75.6,49744.8,41.76,22266.72
28/02/2024,North America,PC,Shooter,Brain Blox,552,46.33,25574.16,38.24,4465.68
28/02/2024,North America,Xbox,Puzzle,Galaxy Wars,730,67.44,49231.2,20.74,34091
28/02/2024,North America,PC,Action,Brain Blox,771,50.54,38966.34,23.06,21187.08
28/02/2024,North America,Xbox,Simulation,Mech Arena,65,38.71,2516.15,39.3,-38.35
28/02/2024,Europe,Switch,Action,Football Hero,320,31.87,10198.4,38.71,-2188.8
28/02/2024,Asia,PS5,Action,Final Combat,626,58.54,36646.04,25.98,20382.56
29/02/2024,Europe,PC,Simulation,FarmLife Sim,144,47.07,6778.08,36.24,1559.52
29/02/2024,Asia,Switch,Simulation,Shadow Strike,294,56.24,16534.56,34.43,6412.14
29/02/2024,Europe,PC,Puzzle,Fishing Frenzy,810,68.71,55655.1,29.02,32148.9
29/02/2024,South America,Switch,Puzzle,Shadow Strike,874,52.96,46287.04,27.48,22269.52
29/02/2024,North America,PS5,Sports,Shadow Strike,883,35.28,31152.24,38.39,-2746.13
29/02/2024,Asia,PC,Action,Football Hero,165,41.94,6920.1,23.39,3060.75
29/02/2024,South America,Switch,Sports,Dragon Realms,463,58.26,26974.38,39.23,8810.89
29/02/2024,Europe,Switch,Puzzle,Turbo Racer,235,51.97,12212.95,35.28,3922.15
01/03/2024,South America,PS5,Action,Galaxy Wars,426,31.91,13593.66,22.14,4162.02
01/03/2024,North America,PS5,Shooter,Mystic Legends,607,66.79,40541.53,22.41,26938.66
01/03/2024,Asia,PC,Sports,FarmLife Sim,415,64.58,26800.7,16.41,19990.55
01/03/2024,South America,Switch,Puzzle,Dragon Realms,632,58.85,37193.2,43.22,9878.16
01/03/2024,North America,Xbox,Racing,Lost Odyssey,718,61.33,44034.94,24.04,26774.22
01/03/2024,Asia,Xbox,RPG,Dragon Realms,968,62.5,60500,32.22,29311.04
01/03/2024,North America,Xbox,RPG,Football Hero,347,69.02,23949.94,42.12,9334.3
02/03/2024,Asia,Switch,Adventure,Galaxy Wars,748,65.87,49270.76,26.03,29800.32
02/03/2024,North America,Switch,Simulation,StarBattle V,298,30.48,9083.04,31.4,-274.16
02/03/2024,Europe,PS5,RPG,StarBattle V,333,40.53,13496.49,35.23,1764.9
02/03/2024,Europe,PS5,Shooter,FarmLife Sim,767,32.23,24720.41,41.14,-6833.97
02/03/2024,South America,PC,Racing,City Architect,881,62.25,54842.25,28.19,30006.86
02/03/2024,Europe,Switch,Sports,City Architect,413,76.12,31437.56,33.21,17721.83
02/03/2024,Europe,Switch,Action,Shadow Strike,480,35.11,16852.8,16.32,9019.2
02/03/2024,North America,PC,Simulation,StarBattle V,595,55.29,32897.55,43.22,7181.65
02/03/2024,South America,PC,Simulation,StarBattle V,489,41.82,20449.98,23.12,9144.3
02/03/2024,Asia,PS5,Puzzle,Mech Arena,935,68.32,63879.2,43.1,23580.7
02/03/2024,South America,PC,Action,Fishing Frenzy,728,38.45,27991.6,33.84,3356.08
02/03/2024,South America,PC,RPG,Fishing Frenzy,453,49.27,22319.31,35.42,6274.05
02/03/2024,North America,Xbox,Sports,Football Hero,933,43.11,40221.63,22.56,19173.15
03/03/2024,Europe,PS5,Shooter,Dragon Realms,217,58.63,12722.71,43.37,3311.42
03/03/2024,South America,Switch,Shooter,StarBattle V,279,65.51,18277.29,22.62,11966.31
03/03/2024,North America,PS5,Puzzle,Dragon Realms,160,47.34,7574.4,43.66,588.8
03/03/2024,Europe,PC,Sports,Fishing Frenzy,132,39.36,5195.52,37.57,236.28
03/03/2024,North America,Switch,Puzzle,Final Combat,537,40.04,21501.48,16.15,12828.93
03/03/2024,North America,Xbox,Racing,City Architect,486,51.76,25155.36,21.35,14779.26
03/03/2024,North America,PC,Action,Dragon Realms,333,46.15,15367.95,32.42,4572.09
03/03/2024,North America,PC,RPG,Lost Odyssey,320,78.09,24988.8,38.87,12550.4
03/03/2024,South America,Xbox,Simulation,Mech Arena,931,44.99,41885.69,28.21,15622.18
03/03/2024,South America,PC,Sports,Final Combat,297,43.48,12913.56,22.36,6272.64
03/03/2024,Europe,PC,Adventure,Fishing Frenzy,62,46.93,2909.66,36.75,631.16
03/03/2024,South America,Xbox,Adventure,Shadow Strike,134,66.65,8931.1,21.8,6009.9
03/03/2024,North America,PS5,Adventure,Final Combat,902,31.4,28322.8,27.91,3147.98
04/03/2024,Europe,PC,RPG,StarBattle V,844,44.59,37633.96,43.46,953.72
04/03/2024,Europe,Switch,Puzzle,Brain Blox,897,68.1,61085.7,41.38,23967.84
04/03/2024,South America,PS5,Sports,StarBattle V,319,44.05,14051.95,18.82,8048.37
04/03/2024,North America,Xbox,Racing,Dragon Realms,633,74.32,47044.56,16.49,36606.39
04/03/2024,Asia,PS5,Racing,Turbo Racer,495,64.23,31793.85,21.32,21240.45
04/03/2024,South America,PC,Simulation,Turbo Racer,775,65.92,51088,34.5,24350.5
05/03/2024,Europe,PC,Puzzle,Shadow Strike,741,38.16,28276.56,28.37,7254.39
05/03/2024,North America,Switch,Racing,FarmLife Sim,204,37.84,7719.36,22.82,3064.08
05/03/2024,South America,Switch,RPG,Fishing Frenzy,577,39.81,22970.37,30.25,5516.12
05/03/2024,North America,PS5,Puzzle,Brain Blox,808,55.59,44916.72,30.53,20248.48
05/03/2024,Europe,PS5,Puzzle,FarmLife Sim,513,76.32,39152.16,28.4,24582.96
05/03/2024,Asia,Switch,Shooter,Turbo Racer,162,52.23,8461.26,33.47,3039.12
05/03/2024,North America,PC,Action,City Architect,911,69.17,63013.87,16.71,47791.06
05/03/2024,North America,PC,Shooter,StarBattle V,599,39.2,23480.8,29.59,5756.39
06/03/2024,North America,PS5,Puzzle,FarmLife Sim,590,74.36,43872.4,25.01,29116.5
06/03/2024,Europe,Xbox,Racing,Mystic Legends,913,67.73,61837.49,39.38,25883.55
06/03/2024,Asia,PS5,Puzzle,Final Combat,441,54.25,23924.25,21.39,14491.26
06/03/2024,North America,Switch,Simulation,Football Hero,898,55.89,50189.22,28.62,24488.46
06/03/2024,Europe,PC,Shooter,Dragon Realms,973,78.61,76487.53,17.34,59615.71
07/03/2024,Europe,PS5,Adventure,FarmLife Sim,520,45.93,23883.6,16.6,15251.6
07/03/2024,Europe,Switch,RPG,Brain Blox,495,78.01,38614.95,28.18,24665.85
07/03/2024,Asia,Xbox,Racing,City Architect,322,58.07,18698.54,37.48,6629.98
07/03/2024,North America,Xbox,Action,Brain Blox,252,57.87,14583.24,19.92,9563.4
07/03/2024,South America,Xbox,RPG,FarmLife Sim,579,72.88,42197.52,41.44,18203.76
07/03/2024,Asia,PC,Adventure,Football Hero,266,54.83,14584.78,43.47,3021.76
07/03/2024,Asia,Switch,RPG,Fishing Frenzy,457,50.55,23101.35,31.98,8486.49
08/03/2024,Europe,Xbox,Puzzle,Dragon Realms,797,39.02,31098.94,42.1,-2454.76
08/03/2024,South America,PS5,Action,Football Hero,233,61.33,14289.89,20.24,9573.97
08/03/2024,South America,Switch,Adventure,Brain Blox,373,59.03,22018.19,34.65,9093.74
08/03/2024,Asia,PC,RPG,Turbo Racer,683,57.34,39163.22,22.18,24014.28
08/03/2024,Europe,Xbox,Sports,Mystic Legends,318,55.73,17722.14,19.15,11632.44
08/03/2024,Europe,Xbox,Shooter,Football Hero,661,76.8,50764.8,36.12,26889.48
09/03/2024,Europe,Switch,Racing,Final Combat,531,35.05,18611.55,22.78,6515.37
09/03/2024,South America,PS5,Shooter,Mech Arena,214,42.26,9043.64,29.08,2820.52
09/03/2024,South America,PS5,Racing,Final Combat,646,42.37,27371.02,34.3,5213.22
09/03/2024,North America,Xbox,Adventure,Brain Blox,116,48.59,5636.44,41.89,777.2
09/03/2024,Europe,Switch,Sports,City Architect,938,69.77,65444.26,18.95,47669.16
09/03/2024,Asia,PC,RPG,Football Hero,388,30.44,11810.72,28.96,574.24
09/03/2024,Europe,Switch,Racing,City Architect,379,54.2,20541.8,40.68,5124.08
09/03/2024,North America,PC,Racing,Lost Odyssey,643,52.15,33532.45,18.21,21823.42
09/03/2024,Europe,Switch,RPG,FarmLife Sim,862,43.72,37686.64,17.5,22601.64
09/03/2024,North America,PS5,Adventure,GoalMaster 24,165,60.15,9924.75,42.21,2960.1
10/03/2024,South America,Xbox,Puzzle,Shadow Strike,752,73.67,55399.84,30.38,32554.08
10/03/2024,South America,PC,Shooter,Turbo Racer,184,50.24,9244.16,44.26,1100.32
10/03/2024,South America,PC,Simulation,City Architect,425,61.52,26146,16.52,19125
10/03/2024,South America,PS5,Adventure,FarmLife Sim,415,68.31,28348.65,41.84,10985.05
10/03/2024,Europe,PC,Adventure,Fishing Frenzy,737,52.39,38611.43,32.66,14541.01
10/03/2024,North America,PS5,Shooter,Dragon Realms,659,62.47,41167.73,26.84,23480.17
10/03/2024,North America,PC,Simulation,Football Hero,487,53.18,25898.66,19.75,16280.41
11/03/2024,Europe,PC,Action,StarBattle V,581,32.06,18626.86,40.36,-4822.3
11/03/2024,North America,Switch,RPG,StarBattle V,226,73.85,16690.1,28.46,10258.14
11/03/2024,Europe,Xbox,Puzzle,Galaxy Wars,966,48.79,47131.14,29.66,18479.58
11/03/2024,Europe,Switch,Simulation,Football Hero,968,67.02,64875.36,15.18,50181.12
12/03/2024,North America,PS5,Sports,Final Combat,417,41.71,17393.07,17.25,10199.82
12/03/2024,Asia,PS5,Puzzle,Brain Blox,343,38.53,13215.79,43.94,-1855.63
12/03/2024,Asia,PC,RPG,Mystic Legends,327,49.7,16251.9,28.95,6785.25
12/03/2024,North America,Xbox,Simulation,City Architect,611,77.35,47260.85,26.02,31362.63
12/03/2024,South America,PS5,Racing,Dragon Realms,169,76.77,12974.13,43.21,5671.64
12/03/2024,North America,Switch,Action,StarBattle V,890,31.66,28177.4,29.28,2118.2
12/03/2024,North America,PC,Simulation,FarmLife Sim,722,60.02,43334.44,15.27,32309.5
12/03/2024,South America,PS5,Puzzle,Dragon Realms,926,47.1,43614.6,43.24,3574.36
13/03/2024,Asia,PC,Sports,GoalMaster 24,785,43.46,34116.1,27.95,12175.35
13/03/2024,Asia,PC,Adventure,Shadow Strike,873,33.35,29114.55,26.59,5901.48
